uid,fighter_id,SDBL,SDBA,SDB_ACC,SDHL,SDHA,SDH_ACC,SDLL,SDLA,SDL_ACC,TSL,TSA,TS_ACC,SSL,SSA,SS_ACC,KD,SCBL,SCBA,SCB_ACC,SCHL,SCHA,SCH_ACC,SCLL,SCLA,SCL_ACC,RV,SR,TDA,TDL,TDS,TD_ACC,SGBL,SGBA,SGB_ACC,SGHL,SGHA,SGH_ACC,SGLL,SGLA,SGL_ACC,AD,ADTB,ADHG,ADTM,ADTS,SM,TSLL,TSLA,SL_ACC,TSBL,TSBA,SB_ACC,TSHL,TSHA,SH_ACC
s:3301~l:3321~e:600047778~c:401717099,5222338,0,0,0.0,8,43,0.19,4,5,0.8,14,51,0.27,14,51,0.27,0,1,1,1.0,1,2,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,5,0.8,1,1,1.0,9,45,0.2
s:3301~l:3321~e:600047777~c:401716183,5212857,1,1,1.0,15,42,0.36,1,1,1.0,19,47,0.4,19,46,0.41,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,2,2,1.0,16,43,0.37
s:3301~l:3321~e:600047777~c:401716184,5218815,5,11,0.45,51,100,0.51,6,6,1.0,101,168,0.6,68,124,0.55,0,2,2,1.0,2,3,0.67,0,0,0.0,0,0.000,10,6,0,0.6,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,6,6,1.0,7,13,0.54,55,105,0.52
s:3301~l:3321~e:600047777~c:401716185,5218420,0,2,0.0,1,4,0.25,0,0,0.0,14,31,0.45,11,25,0.44,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,11,1,0,0.09,0,0,0.0,10,19,0.53,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,2,0.0,11,23,0.48
s:3301~l:3321~e:600047777~c:401716186,4935217,10,12,0.83,21,47,0.45,0,0,0.0,84,117,0.72,56,87,0.64,1,0,0,0.0,17,17,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,8,11,0.73,0,0,0.0,0,0,0,0,0,0,0,0,0.0,10,12,0.83,46,75,0.61
s:3301~l:3321~e:600036497~c:401591069,4935217,4,9,0.44,10,18,0.56,3,3,1.0,17,30,0.57,17,30,0.57,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,3,1.0,4,9,0.44,10,18,0.56
s:3301~l:3321~e:600047776~c:401715288,5228275,6,6,1.0,13,35,0.37,4,5,0.8,26,50,0.52,25,49,0.51,0,1,1,1.0,1,2,0.5,0,0,0.0,0,0.000,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,5,0.8,7,7,1.0,14,37,0.38
s:3301~l:3321~e:600047776~c:401703289,5212853,8,8,1.0,29,50,0.58,2,2,1.0,85,114,0.75,68,94,0.72,0,22,25,0.88,7,9,0.78,0,0,0.0,0,0.000,16,4,0,0.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,1.0,30,33,0.91,36,59,0.61
s:3301~l:3321~e:600047775~c:401690354,5214599,13,21,0.62,20,76,0.26,9,12,0.75,69,144,0.48,50,117,0.43,0,5,5,1.0,2,2,1.0,1,1,1.0,0,0.000,2,1,0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,10,13,0.77,18,26,0.69,22,78,0.28
s:3301~l:3321~e:600047775~c:401699794,5157667,33,43,0.77,29,75,0.39,8,12,0.67,100,171,0.58,81,146,0.55,0,3,3,1.0,7,11,0.64,0,0,0.0,0,0.000,22,9,0,0.41,0,0,0.0,1,2,0.5,0,0,0.0,0,0,0,0,0,1,8,12,0.67,36,46,0.78,37,88,0.42
s:3301~l:3321~e:600047774~c:401690353,4705665,6,12,0.5,13,36,0.36,12,14,0.86,63,110,0.57,45,86,0.52,0,0,0,0.0,5,9,0.56,0,0,0.0,1,0.000,5,1,0,0.2,0,0,0.0,9,15,0.6,0,0,0.0,0,0,0,0,0,0,12,14,0.86,6,12,0.5,27,60,0.45
s:3301~l:3321~e:600047774~c:401698248,5013686,12,19,0.63,17,58,0.29,0,3,0.0,36,89,0.4,30,81,0.37,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,12,19,0.63,18,59,0.31
s:3301~l:3321~e:600047774~c:401698249,4421157,4,9,0.44,9,27,0.33,6,6,1.0,19,43,0.44,19,42,0.45,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6,6,1.0,4,9,0.44,9,27,0.33
s:3301~l:3321~e:600036499~c:401597253,5157817,3,5,0.6,13,70,0.19,0,2,0.0,48,116,0.41,24,91,0.26,0,1,2,0.5,3,6,0.5,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,4,6,0.67,0,0,0.0,0,0,0,0,0,0,0,2,0.0,4,7,0.57,20,82,0.24
s:3301~l:3321~e:600047773~c:401690352,5212851,2,2,1.0,7,17,0.41,0,0,0.0,43,64,0.67,26,46,0.57,0,15,20,0.75,2,7,0.29,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,17,22,0.77,9,24,0.38
s:3301~l:3321~e:600047773~c:401693509,4245470,8,10,0.8,14,41,0.34,6,6,1.0,71,108,0.66,29,60,0.48,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0.000,8,1,0,0.12,0,0,0.0,1,2,0.5,0,0,0.0,0,0,0,0,0,1,6,6,1.0,8,10,0.8,15,44,0.34
s:3301~l:3321~e:600047779~c:401718428,4050996,0,0,0.0,1,1,1.0,0,0,0.0,49,51,0.96,35,35,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,34,34,1.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,35,35,1.0
s:3301~l:3321~e:600047773~c:401693510,4050996,0,0,0.0,15,31,0.48,0,0,0.0,50,84,0.6,28,53,0.53,0,0,0,0.0,3,5,0.6,0,0,0.0,0,0.000,14,10,0,0.71,0,0,0.0,10,17,0.59,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,28,53,0.53
s:3301~l:3321~e:600036500~c:401604871,4050996,0,1,0.0,2,4,0.5,0,0,0.0,31,49,0.63,7,12,0.58,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0.000,11,7,0,0.64,0,0,0.0,4,6,0.67,0,0,0.0,0,0,0,0,0,2,0,0,0.0,0,1,0.0,7,11,0.64
s:3301~l:3321~e:401128924~c:269716,3089633,0,1,0.0,1,4,0.25,0,0,0.0,5,12,0.42,5,11,0.45,0,3,5,0.6,0,0,0.0,1,1,1.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,1,1.0,3,6,0.5,1,4,0.25
s:3301~l:3321~e:600047624~c:401703013,4295666,18,32,0.56,23,62,0.37,8,8,1.0,63,120,0.52,58,113,0.51,0,7,7,1.0,2,4,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,8,8,1.0,25,39,0.64,25,66,0.38
s:3301~l:3321~e:600047624~c:401703014,5212749,8,12,0.67,13,31,0.42,4,4,1.0,32,57,0.56,27,52,0.52,0,0,0,0.0,1,3,0.33,0,0,0.0,2,0.000,3,0,0,0.0,1,1,1.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,4,4,1.0,9,13,0.69,14,35,0.4
s:3301~l:3321~e:600055006~c:401805485,5200305,8,9,0.89,8,41,0.2,1,6,0.17,53,106,0.5,24,68,0.35,0,1,1,1.0,2,6,0.33,0,0,0.0,0,0.000,8,2,0,0.25,0,0,0.0,4,5,0.8,0,0,0.0,0,0,0,0,0,0,1,6,0.17,9,10,0.9,14,52,0.27
s:3301~l:3321~e:600047624~c:401686962,5200305,0,1,0.0,6,22,0.27,4,4,1.0,10,27,0.37,10,27,0.37,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,4,1.0,0,1,0.0,6,22,0.27
s:3301~l:3321~e:600036492~c:401577732,4878592,2,3,0.67,2,6,0.33,1,1,1.0,13,20,0.65,13,20,0.65,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,8,10,0.8,0,0,0.0,0,0,0,0,0,0,1,1,1.0,2,3,0.67,10,16,0.62
s:3301~l:3321~e:401033270~c:265463,3948876,0,0,0.0,1,2,0.5,0,0,0.0,7,8,0.88,7,8,0.88,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,6,6,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,7,8,0.88
s:3301~l:3321~e:400966347~c:265556,3948876,0,0,0.0,6,29,0.21,2,2,1.0,9,33,0.27,9,33,0.27,0,1,1,1.0,0,1,0.0,0,0,0.0,0,0.000,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,1.0,1,1,1.0,6,30,0.2
s:3301~l:3321~e:401033277~c:265481,3957071,8,16,0.5,17,34,0.5,2,2,1.0,39,69,0.57,38,65,0.58,0,0,0,0.0,7,7,1.0,1,1,1.0,0,0.000,1,0,0,0.0,0,0,0.0,3,5,0.6,0,0,0.0,1,0,1,0,0,0,3,3,1.0,8,16,0.5,27,46,0.59
s:3301~l:3321~e:600036497~c:401591069,4868702,4,5,0.8,19,47,0.4,3,4,0.75,28,60,0.47,27,58,0.47,0,0,1,0.0,1,1,1.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,3,4,0.75,4,6,0.67,20,48,0.42
s:3301~l:3321~e:401128917~c:268441,4076472,19,26,0.73,97,215,0.45,14,16,0.88,163,293,0.56,147,276,0.53,0,9,10,0.9,6,6,1.0,2,3,0.67,0,0.000,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,16,19,0.84,28,36,0.78,103,221,0.47
s:3301~l:3321~e:600036492~c:401579129,5027356,6,8,0.75,4,18,0.22,2,3,0.67,70,95,0.74,26,50,0.52,0,5,6,0.83,2,3,0.67,1,1,1.0,0,0.000,0,0,0,0.0,1,1,1.0,5,10,0.5,0,0,0.0,0,0,0,0,0,1,3,4,0.75,12,15,0.8,11,31,0.35
s:3301~l:3321~e:401128923~c:268320,4426285,4,6,0.67,19,55,0.35,4,4,1.0,64,112,0.57,39,80,0.49,0,6,6,1.0,0,1,0.0,1,1,1.0,2,0.000,1,0,0,0.0,1,2,0.5,4,5,0.8,0,0,0.0,0,0,0,0,0,0,5,5,1.0,11,14,0.79,23,61,0.38
s:3301~l:3321~e:600022207~c:401466053,4358252,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,1.0,0,0,0.0
s:3301~l:3321~e:600010081~c:401370333,4406574,0,0,0.0,4,5,0.8,1,1,1.0,73,83,0.88,23,26,0.88,1,3,3,1.0,1,2,0.5,14,15,0.93,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,15,16,0.94,3,3,1.0,5,7,0.71
s:3301~l:3321~e:600022210~c:401482233,4684776,5,7,0.71,1,4,0.25,0,0,0.0,7,12,0.58,7,12,0.58,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,3,1,0,0.33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,6,8,0.75,1,4,0.25
s:3301~l:3321~e:401128919~c:268447,4010864,0,1,0.0,43,89,0.48,0,0,0.0,119,178,0.67,73,128,0.57,1,1,1,1.0,8,10,0.8,0,0,0.0,0,0.000,4,3,0,0.75,6,6,1.0,15,21,0.71,0,0,0.0,6,0,4,0,2,0,0,0,0.0,7,8,0.88,66,120,0.55
s:3301~l:3321~e:600021773~c:401465218,4360028,6,7,0.86,3,9,0.33,4,5,0.8,81,105,0.77,50,71,0.7,0,4,6,0.67,0,3,0.0,0,0,0.0,6,0.000,1,1,0,1.0,0,1,0.0,33,40,0.82,0,0,0.0,0,0,0,0,0,1,4,5,0.8,10,14,0.71,36,52,0.69
s:3301~l:3321~e:401222724~c:401239997,4360028,2,8,0.25,5,12,0.42,2,2,1.0,47,71,0.66,15,32,0.47,0,1,1,1.0,2,5,0.4,0,0,0.0,2,0.000,1,0,0,0.0,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,0,2,2,1.0,3,9,0.33,10,21,0.48
s:3301~l:3321~e:400961602~c:237190,3928693,24,49,0.49,31,160,0.19,32,46,0.7,130,312,0.42,110,291,0.38,0,11,18,0.61,11,17,0.65,1,1,1.0,0,0.000,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,33,47,0.7,35,67,0.52,42,177,0.24
s:3301~l:3321~e:600036493~c:401571756,5143223,5,6,0.83,1,4,0.25,2,3,0.67,8,13,0.62,8,13,0.62,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,2,3,0.67,5,6,0.83,1,4,0.25
s:3301~l:3321~e:401128917~c:268439,4423214,14,17,0.82,28,101,0.28,4,5,0.8,106,192,0.55,47,126,0.37,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0.000,4,3,0,0.75,0,0,0.0,1,2,0.5,0,0,0.0,2,0,2,0,0,0,4,5,0.8,14,17,0.82,29,104,0.28
s:3301~l:3321~e:600021771~c:401463238,4869425,16,24,0.67,42,125,0.34,8,9,0.89,94,194,0.48,79,175,0.45,3,6,6,1.0,3,4,0.75,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,4,7,0.57,0,0,0.0,0,0,0,0,0,0,8,9,0.89,22,30,0.73,49,136,0.36
s:3301~l:3321~e:600036332~c:401567319,5144007,5,6,0.83,3,8,0.38,1,1,1.0,16,27,0.59,13,24,0.54,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,4,9,0.44,0,0,0.0,0,0,0,0,0,0,1,1,1.0,5,6,0.83,7,17,0.41
s:3301~l:3321~e:600008643~c:401362000,4875509,22,28,0.79,21,60,0.35,30,31,0.97,99,146,0.68,91,138,0.66,0,7,7,1.0,7,8,0.88,4,4,1.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,34,35,0.97,29,35,0.83,28,68,0.41
s:3301~l:3321~e:600022208~c:401467211,4689965,0,0,0.0,0,1,0.0,0,0,0.0,8,12,0.67,0,2,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,4,2,0,0.5,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0,2,0.0
s:3301~l:3321~e:600022209~c:401451170,5060483,2,3,0.67,29,65,0.45,0,0,0.0,52,95,0.55,42,84,0.5,1,0,0,0.0,0,0,0.0,0,0,0.0,1,0.000,0,0,0,0.0,1,1,1.0,10,15,0.67,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3,4,0.75,39,80,0.49
s:3301~l:3321~e:600036498~c:401600950,5149147,27,41,0.66,112,299,0.37,9,9,1.0,208,440,0.47,184,405,0.45,0,12,16,0.75,24,40,0.6,0,0,0.0,0,0.000,2,1,0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,9,1.0,39,57,0.68,136,339,0.4
s:3301~l:3321~e:400968458~c:238654,3155425,0,0,0.0,6,29,0.21,3,5,0.6,15,41,0.37,13,39,0.33,0,2,2,1.0,2,3,0.67,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,3,5,0.6,2,2,1.0,8,32,0.25
s:3301~l:3321~e:600036332~c:401567320,5007668,40,45,0.89,32,69,0.46,20,20,1.0,156,211,0.74,121,173,0.7,0,10,12,0.83,7,11,0.64,12,16,0.75,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,32,36,0.89,50,57,0.88,39,80,0.49
s:3301~l:3321~e:600011553~c:401379701,4895360,13,37,0.35,23,110,0.21,12,17,0.71,56,173,0.32,49,166,0.3,0,0,0,0.0,1,2,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,12,17,0.71,13,37,0.35,24,112,0.21
s:3301~l:3321~e:401074497~c:265413,4379258,4,4,1.0,6,14,0.43,3,3,1.0,39,53,0.74,35,46,0.76,0,3,3,1.0,9,11,0.82,0,0,0.0,0,0.000,1,1,0,1.0,5,6,0.83,5,5,1.0,0,0,0.0,1,0,1,0,0,0,3,3,1.0,12,13,0.92,20,30,0.67
s:3301~l:3321~e:600036332~c:401567318,5144068,6,10,0.6,6,25,0.24,6,10,0.6,96,146,0.66,71,116,0.61,0,3,3,1.0,1,2,0.5,5,5,1.0,1,0.000,0,0,0,0.0,9,9,1.0,35,52,0.67,0,0,0.0,0,0,0,0,0,0,11,15,0.73,18,22,0.82,42,79,0.53
s:3301~l:3321~e:401033279~c:265477,3915502,7,8,0.88,33,52,0.63,3,4,0.75,52,75,0.69,51,74,0.69,1,1,1,1.0,6,6,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,1,3,0.33,0,0,0.0,0,0,0,0,0,0,3,4,0.75,8,9,0.89,40,61,0.66
s:3301~l:3321~e:600021770~c:401460459,4875513,3,5,0.6,8,15,0.53,5,9,0.56,71,100,0.71,21,37,0.57,0,0,1,0.0,2,3,0.67,0,0,0.0,0,0.000,16,11,0,0.69,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,0,5,9,0.56,3,6,0.5,13,22,0.59
s:3301~l:3321~e:600008643~c:401357660,4374436,1,2,0.5,12,22,0.55,0,0,0.0,49,79,0.62,39,69,0.57,1,1,1,1.0,8,12,0.67,0,0,0.0,0,0.000,2,1,0,0.5,0,0,0.0,17,32,0.53,0,0,0.0,0,0,0,0,0,1,0,0,0.0,2,3,0.67,37,66,0.56
s:3301~l:3321~e:600036493~c:401577737,5144312,2,2,1.0,7,22,0.32,4,4,1.0,51,72,0.71,34,55,0.62,0,0,0,0.0,4,7,0.57,0,0,0.0,0,0.000,0,0,0,0.0,7,7,1.0,10,13,0.77,0,0,0.0,0,0,0,0,0,0,4,4,1.0,9,9,1.0,21,42,0.5
s:3301~l:3321~e:401033283~c:265431,4245094,1,1,1.0,13,16,0.81,1,1,1.0,19,22,0.86,19,22,0.86,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,4,4,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,1,1,1.0,17,20,0.85
s:3301~l:3321~e:400972137~c:265526,4245094,6,7,0.86,96,303,0.32,0,0,0.0,103,312,0.33,102,311,0.33,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,6,7,0.86,96,304,0.32
s:3301~l:3321~e:600036498~c:401597250,4702589,41,56,0.73,103,178,0.58,9,9,1.0,213,328,0.65,204,317,0.64,1,5,10,0.5,42,59,0.71,0,0,0.0,0,0.000,3,2,0,0.67,0,0,0.0,3,4,0.75,1,1,1.0,0,0,0,0,0,0,10,10,1.0,46,66,0.7,148,241,0.61
s:3301~l:3321~e:600036494~c:401579192,4816283,3,4,0.75,8,25,0.32,11,12,0.92,28,49,0.57,23,44,0.52,0,0,0,0.0,1,3,0.33,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,11,12,0.92,3,4,0.75,9,28,0.32
s:3301~l:3321~e:600008641~c:401357140,4816062,2,3,0.67,17,37,0.46,5,5,1.0,68,104,0.65,47,78,0.6,1,6,6,1.0,3,4,0.75,0,0,0.0,1,0.000,2,0,0,0.0,2,2,1.0,12,21,0.57,0,0,0.0,0,0,0,0,0,1,5,5,1.0,10,11,0.91,32,62,0.52
s:3301~l:3321~e:401033281~c:265444,4246307,10,11,0.91,15,49,0.31,21,21,1.0,118,169,0.7,112,163,0.69,0,8,9,0.89,16,21,0.76,23,26,0.88,0,0.000,5,2,0,0.4,2,3,0.67,17,23,0.74,0,0,0.0,3,0,2,0,1,0,44,47,0.94,20,23,0.87,48,93,0.52
s:3301~l:3321~e:401221631~c:401233642,4276994,1,2,0.5,3,14,0.21,8,8,1.0,36,57,0.63,29,49,0.59,1,2,3,0.67,1,3,0.33,0,0,0.0,0,0.000,0,0,0,0.0,1,1,1.0,13,18,0.72,0,0,0.0,2,0,0,1,1,1,8,8,1.0,4,6,0.67,17,35,0.49
s:3301~l:3321~e:401033279~c:265476,4276994,3,5,0.6,2,8,0.25,0,1,0.0,12,22,0.55,8,18,0.44,1,1,1,1.0,1,2,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,4,6,0.67,4,11,0.36
s:3301~l:3321~e:600036497~c:401591071,5145498,0,0,0.0,1,1,1.0,0,0,0.0,7,8,0.88,4,4,1.0,1,0,0,0.0,0,0,0.0,0,0,0.0,1,0.000,0,0,0,0.0,0,0,0.0,3,3,1.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,4,4,1.0
s:3301~l:3321~e:401221632~c:401231042,4237148,1,2,0.5,25,40,0.62,6,6,1.0,37,54,0.69,34,51,0.67,1,2,2,1.0,0,1,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0,1,1,6,6,1.0,3,4,0.75,25,41,0.61
s:3301~l:3321~e:401128917~c:268439,4237148,10,12,0.83,21,47,0.45,4,4,1.0,37,66,0.56,36,65,0.55,0,1,2,0.5,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,4,1.0,11,14,0.79,21,47,0.45
s:3301~l:3321~e:400961602~c:237191,4237148,1,2,0.5,2,8,0.25,0,0,0.0,11,21,0.52,5,12,0.42,0,2,2,1.0,0,0,0.0,0,0,0.0,0,0.000,5,2,0,0.4,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,0,0,0.0,3,4,0.75,2,8,0.25
s:3301~l:3321~e:600021773~c:401465217,5074126,0,1,0.0,2,3,0.67,2,2,1.0,4,6,0.67,4,6,0.67,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,1.0,0,1,0.0,2,3,0.67
s:3301~l:3321~e:600022212~c:401483886,5088891,1,1,1.0,4,7,0.57,3,3,1.0,9,12,0.75,9,12,0.75,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,3,3,1.0,1,1,1.0,5,8,0.62
s:3301~l:3321~e:401222786~c:401241750,4690540,2,6,0.33,26,88,0.3,7,10,0.7,73,157,0.46,52,126,0.41,0,13,13,1.0,4,8,0.5,0,0,0.0,2,0.000,4,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,1,0,0,0,1,0,7,10,0.7,15,19,0.79,30,97,0.31
s:3301~l:3321~e:600036498~c:401597809,5152138,5,7,0.71,5,12,0.42,1,1,1.0,16,28,0.57,16,28,0.57,0,1,1,1.0,4,6,0.67,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,6,8,0.75,9,19,0.47
s:3301~l:3321~e:600036494~c:401579191,5123311,11,15,0.73,27,105,0.26,4,4,1.0,44,127,0.35,43,126,0.34,0,1,1,1.0,0,1,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,4,1.0,12,16,0.75,27,106,0.25
s:3301~l:3321~e:600022208~c:401467213,5080936,2,2,1.0,7,13,0.54,0,2,0.0,10,18,0.56,9,17,0.53,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,0,2,0.0,2,2,1.0,7,13,0.54
s:3301~l:3321~e:600036500~c:401604872,5157668,3,3,1.0,12,25,0.48,7,8,0.88,25,41,0.61,24,40,0.6,1,0,1,0.0,2,2,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,7,8,0.88,3,4,0.75,14,28,0.5
s:3301~l:3321~e:401074497~c:265434,3146944,1,2,0.5,42,76,0.55,8,8,1.0,114,155,0.74,81,119,0.68,0,5,5,1.0,7,8,0.88,0,0,0.0,2,1.000,1,1,1,1.0,4,4,1.0,14,16,0.88,0,0,0.0,5,1,1,2,1,3,8,8,1.0,10,11,0.91,63,100,0.63
s:3301~l:3321~e:600021771~c:401463238,4812389,12,23,0.52,41,136,0.3,3,3,1.0,72,182,0.4,67,176,0.38,0,4,4,1.0,6,9,0.67,1,1,1.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,4,1.0,16,27,0.59,47,145,0.32
s:3301~l:3321~e:600022212~c:401483885,5076593,0,1,0.0,0,0,0.0,1,1,1.0,120,180,0.67,48,60,0.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,4,2,0,0.5,0,0,0.0,47,58,0.81,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,1,0.0,47,58,0.81
s:3301~l:3321~e:600021770~c:401460461,5074121,11,18,0.61,19,89,0.21,13,19,0.68,53,140,0.38,45,131,0.34,1,1,1,1.0,1,3,0.33,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,13,19,0.68,12,19,0.63,20,93,0.22
s:3301~l:3321~e:600022210~c:401451171,5048900,6,7,0.86,7,20,0.35,9,9,1.0,68,95,0.72,54,79,0.68,0,4,9,0.44,8,8,1.0,0,0,0.0,0,0.000,2,1,0,0.5,0,0,0.0,20,26,0.77,0,0,0.0,0,0,0,0,0,0,9,9,1.0,10,16,0.62,35,54,0.65
s:3301~l:3321~e:401221630~c:401232277,3998248,0,0,0.0,6,9,0.67,0,0,0.0,7,10,0.7,7,10,0.7,1,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,1.0,6,9,0.67
