uid,fighter_id,SDBL,SDBA,SDB_ACC,SDHL,SDHA,SDH_ACC,SDLL,SDLA,SDL_ACC,TSL,TSA,TS_ACC,SSL,SSA,SS_ACC,KD,SCBL,SCBA,SCB_ACC,SCHL,SCHA,SCH_ACC,SCLL,SCLA,SCL_ACC,RV,SR,TDA,TDL,TDS,TD_ACC,SGBL,SGBA,SGB_ACC,SGHL,SGHA,SGH_ACC,SGLL,SGLA,SGL_ACC,AD,ADTB,ADHG,ADTM,ADTS,SM,TSLL,TSLA,SL_ACC,TSBL,TSBA,SB_ACC,TSHL,TSHA,SH_ACC
s:3301~l:3321~e:600036494~c:401579192,4294832,8,8,1.0,18,34,0.53,4,5,0.8,30,47,0.64,30,47,0.64,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,5,0.8,8,8,1.0,18,34,0.53
s:3301~l:3321~e:401128923~c:268320,4243624,5,7,0.71,7,32,0.22,1,3,0.33,111,180,0.62,66,126,0.52,0,8,8,1.0,1,2,0.5,1,1,1.0,0,0.000,7,4,0,0.57,24,25,0.96,19,48,0.4,0,0,0.0,6,3,1,1,1,0,2,4,0.5,37,40,0.92,27,82,0.33
s:3301~l:3321~e:401222786~c:401240128,4690541,4,7,0.57,9,16,0.56,0,0,0.0,14,25,0.56,14,25,0.56,0,0,1,0.0,1,1,1.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,8,0.5,10,17,0.59
s:3301~l:3321~e:600022207~c:401466056,4963343,10,18,0.56,47,155,0.3,40,57,0.7,106,248,0.43,103,244,0.42,0,0,1,0.0,6,13,0.46,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,40,57,0.7,10,19,0.53,53,168,0.32
s:3301~l:3321~e:600047781~c:401728707,5134399,1,1,1.0,0,1,0.0,0,0,0.0,1,6,0.17,1,2,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,1,1,1.0,0,1,0.0
s:3301~l:3321~e:600047781~c:401724486,5213179,10,12,0.83,35,84,0.42,12,12,1.0,177,246,0.72,125,188,0.66,0,13,20,0.65,27,30,0.9,9,9,1.0,0,0.000,6,2,0,0.33,2,2,1.0,17,19,0.89,0,0,0.0,0,0,0,0,0,1,21,21,1.0,25,34,0.74,79,133,0.59
s:3301~l:3321~e:600008642~c:401348175,4873640,0,2,0.0,1,5,0.2,1,1,1.0,12,23,0.52,2,8,0.25,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,5,3,0,0.6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,1,1.0,0,2,0.0,1,5,0.2
s:3301~l:3321~e:600008640~c:401348173,4227265,4,4,1.0,3,11,0.27,0,0,0.0,9,17,0.53,9,17,0.53,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4,4,1.0,5,13,0.38
s:3301~l:3321~e:600010081~c:401377630,4815978,1,2,0.5,13,70,0.19,4,6,0.67,36,97,0.37,21,82,0.26,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,3,2,0,0.67,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,0,4,6,0.67,1,2,0.5,16,74,0.22
s:3301~l:3321~e:600047624~c:401703014,5223435,7,17,0.41,19,55,0.35,2,2,1.0,48,98,0.49,40,90,0.44,1,5,5,1.0,2,2,1.0,0,0,0.0,0,0.000,4,3,0,0.75,0,0,0.0,5,9,0.56,0,0,0.0,0,0,0,0,0,0,2,2,1.0,12,22,0.55,26,66,0.39
s:3301~l:3321~e:401128921~c:268455,4025699,1,1,1.0,3,7,0.43,2,2,1.0,18,29,0.62,14,23,0.61,1,2,4,0.5,4,6,0.67,1,1,1.0,0,0.000,4,1,0,0.25,0,0,0.0,1,2,0.5,0,0,0.0,3,1,1,0,1,1,3,3,1.0,3,5,0.6,8,15,0.53
s:3301~l:3321~e:600010080~c:401361415,3165120,0,0,0.0,1,5,0.2,0,1,0.0,1,6,0.17,1,6,0.17,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1,0.0,0,0,0.0,1,5,0.2
s:3301~l:3321~e:600008642~c:401361176,4835135,8,11,0.73,28,91,0.31,1,3,0.33,110,213,0.52,70,163,0.43,0,4,10,0.4,0,0,0.0,0,0,0.0,0,0.000,7,4,0,0.57,0,2,0.0,29,45,0.64,0,1,0.0,0,0,0,0,0,0,1,4,0.25,12,23,0.52,57,136,0.42
s:3301~l:3321~e:400972138~c:265521,4081024,3,6,0.5,5,30,0.17,0,0,0.0,33,66,0.5,20,53,0.38,1,4,4,1.0,0,1,0.0,0,0,0.0,0,0.000,4,2,0,0.5,1,1,1.0,7,11,0.64,0,0,0.0,4,2,1,0,1,2,0,0,0.0,8,11,0.73,12,42,0.29
s:3301~l:3321~e:600047775~c:401699791,5211247,7,7,1.0,65,129,0.5,4,5,0.8,116,186,0.62,85,152,0.56,0,4,4,1.0,4,5,0.8,1,1,1.0,0,0.000,2,1,0,0.5,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,5,6,0.83,11,11,1.0,69,135,0.51
s:3301~l:3321~e:600047776~c:401703288,5149815,12,17,0.71,47,80,0.59,8,8,1.0,100,144,0.69,89,132,0.67,1,17,19,0.89,4,7,0.57,1,1,1.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,9,1.0,29,36,0.81,51,87,0.59
s:3301~l:3321~e:600036494~c:401581402,5149815,6,11,0.55,16,44,0.36,10,13,0.77,46,85,0.54,33,69,0.48,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,10,13,0.77,7,12,0.58,16,44,0.36
s:3301~l:3321~e:401033270~c:265466,4339130,3,9,0.33,14,45,0.31,0,0,0.0,58,150,0.39,54,124,0.44,2,5,6,0.83,4,13,0.31,3,3,1.0,0,0.000,3,3,0,1.0,5,7,0.71,19,40,0.48,1,1,1.0,1,0,0,0,1,0,4,4,1.0,13,22,0.59,37,98,0.38
s:3301~l:3321~e:600047780~c:401724477,5218817,0,0,0.0,7,7,1.0,4,4,1.0,14,15,0.93,14,15,0.93,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,0,4,4,1.0,0,0,0.0,10,11,0.91
s:3301~l:3321~e:600047774~c:401698247,5212738,22,34,0.65,119,254,0.47,4,5,0.8,184,338,0.54,155,307,0.5,0,1,1,1.0,7,10,0.7,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,2,3,0.67,0,0,0.0,0,0,0,0,0,0,4,5,0.8,23,35,0.66,128,267,0.48
s:3301~l:3321~e:600021772~c:401464156,4904998,2,5,0.4,31,93,0.33,23,25,0.92,84,158,0.53,79,153,0.52,0,1,1,1.0,3,5,0.6,0,0,0.0,0,0.000,6,3,0,0.5,0,0,0.0,19,24,0.79,0,0,0.0,0,0,0,0,0,0,23,25,0.92,3,6,0.5,53,122,0.43
s:3301~l:3321~e:600036494~c:401579190,4869702,0,0,0.0,4,11,0.36,0,0,0.0,61,70,0.87,22,30,0.73,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0.000,3,3,0,1.0,0,0,0.0,16,17,0.94,0,0,0.0,0,0,0,0,0,1,0,0,0.0,1,1,1.0,21,29,0.72
s:3301~l:3321~e:600021770~c:401445833,4684135,2,3,0.67,18,36,0.5,3,4,0.75,26,47,0.55,26,47,0.55,1,0,0,0.0,0,0,0.0,0,0,0.0,1,0.000,1,1,0,1.0,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,1,3,4,0.75,2,3,0.67,21,40,0.52
s:3301~l:3321~e:401221630~c:401231040,4684135,3,4,0.75,2,13,0.15,5,5,1.0,15,29,0.52,12,25,0.48,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,2,3,0.67,0,0,0.0,1,0,0,0,1,0,5,5,1.0,3,4,0.75,4,16,0.25
s:3301~l:3321~e:600021770~c:401445833,4944080,2,3,0.67,8,29,0.28,1,1,1.0,11,34,0.32,11,34,0.32,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0.000,1,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,2,3,0.67,8,30,0.27
s:3301~l:3321~e:401128924~c:269715,3091099,0,0,0.0,2,3,0.67,0,0,0.0,3,6,0.5,2,3,0.67,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,0,0,0,1,0,0,0.0,0,0,0.0,2,3,0.67
s:3301~l:3321~e:401074497~c:265436,3091099,3,5,0.6,27,43,0.63,0,1,0.0,167,207,0.81,48,76,0.63,0,0,0,0.0,1,2,0.5,3,3,1.0,1,0.000,9,3,0,0.33,1,1,1.0,13,21,0.62,0,0,0.0,1,0,1,0,0,0,3,4,0.75,4,6,0.67,41,66,0.62
s:3301~l:3321~e:600022210~c:401482231,5016786,11,16,0.69,28,57,0.49,13,13,1.0,163,226,0.72,116,177,0.66,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,4,3,0,0.75,9,9,1.0,55,82,0.67,0,0,0.0,0,0,0,0,0,0,13,13,1.0,20,25,0.8,83,139,0.6
s:3301~l:3321~e:600008643~c:401348176,4700616,10,13,0.77,23,46,0.5,8,8,1.0,67,94,0.71,52,79,0.66,0,2,2,1.0,2,3,0.67,0,0,0.0,0,0.000,3,0,0,0.0,4,4,1.0,3,3,1.0,0,0,0.0,0,0,0,0,0,0,8,8,1.0,16,19,0.84,28,52,0.54
s:3301~l:3321~e:401033281~c:265447,4290344,1,2,0.5,16,39,0.41,2,3,0.67,30,57,0.53,30,57,0.53,0,2,2,1.0,1,2,0.5,0,0,0.0,0,0.000,4,0,0,0.0,1,1,1.0,7,8,0.88,0,0,0.0,0,0,0,0,0,1,2,3,0.67,4,5,0.8,24,49,0.49
s:3301~l:3321~e:600036500~c:401571749,5152409,3,4,0.75,5,11,0.45,0,0,0.0,10,17,0.59,10,17,0.59,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3,4,0.75,7,13,0.54
s:3301~l:3321~e:600036495~c:401581383,5152409,0,0,0.0,10,18,0.56,1,1,1.0,11,19,0.58,11,19,0.58,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0.0,10,18,0.56
s:3301~l:3321~e:600021771~c:401445834,4786358,3,3,1.0,8,26,0.31,3,4,0.75,16,37,0.43,16,37,0.43,0,2,2,1.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,3,4,0.75,5,5,1.0,8,28,0.29
s:3301~l:3321~e:600036499~c:401597329,5060489,5,8,0.62,19,40,0.48,11,13,0.85,122,176,0.69,81,116,0.7,0,13,13,1.0,33,41,0.8,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,11,13,0.85,18,21,0.86,52,82,0.63
s:3301~l:3321~e:600022209~c:401451170,5060489,4,7,0.57,13,32,0.41,0,0,0.0,21,45,0.47,18,42,0.43,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,3,1,0,0.33,0,0,0.0,1,3,0.33,0,0,0.0,0,0,0,0,0,1,0,0,0.0,4,7,0.57,14,35,0.4
s:3301~l:3321~e:600047776~c:401703289,5212850,7,10,0.7,16,62,0.26,4,8,0.5,87,153,0.57,50,113,0.44,0,11,12,0.92,9,16,0.56,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,3,5,0.6,0,0,0.0,0,0,0,0,0,1,4,8,0.5,18,22,0.82,28,83,0.34
s:3301~l:3321~e:401074498~c:265421,4372194,8,9,0.89,38,94,0.4,12,13,0.92,109,181,0.6,85,154,0.55,0,15,19,0.79,2,3,0.67,1,1,1.0,1,0.000,1,0,0,0.0,0,0,0.0,9,15,0.6,0,0,0.0,1,0,0,0,1,1,13,14,0.93,23,28,0.82,49,112,0.44
s:3301~l:3321~e:600047778~c:401717100,5075992,19,54,0.35,42,139,0.3,33,47,0.7,111,266,0.42,101,254,0.4,0,4,8,0.5,1,2,0.5,0,0,0.0,0,0.000,3,3,0,1.0,0,0,0.0,2,4,0.5,0,0,0.0,0,0,0,0,0,1,33,47,0.7,23,62,0.37,45,145,0.31
s:3301~l:3321~e:600055032~c:401794770,5264925,1,1,1.0,1,9,0.11,0,0,0.0,5,15,0.33,5,15,0.33,1,0,0,0.0,1,2,0.5,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,2,3,0.67,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,1.0,4,14,0.29
s:3301~l:3321~e:600055032~c:401823573,5308768,0,2,0.0,6,15,0.4,0,1,0.0,9,22,0.41,9,22,0.41,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0,2,0.0,9,19,0.47
s:3301~l:3321~e:600055032~c:401823574,5308770,9,13,0.69,30,108,0.28,6,6,1.0,82,188,0.44,64,160,0.4,1,0,2,0.0,4,7,0.57,0,0,0.0,0,0.000,4,1,0,0.25,4,4,1.0,11,20,0.55,0,0,0.0,0,0,0,0,0,0,6,6,1.0,13,19,0.68,45,135,0.33
s:3301~l:3321~e:600055032~c:401823575,4687104,5,8,0.62,10,27,0.37,0,0,0.0,26,50,0.52,21,45,0.47,1,0,1,0.0,4,6,0.67,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,2,3,0.67,0,0,0.0,0,0,0,0,0,0,0,0,0.0,5,9,0.56,16,36,0.44
s:3301~l:3321~e:600055032~c:401823576,5308872,2,2,1.0,5,15,0.33,7,7,1.0,15,25,0.6,15,25,0.6,0,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,7,7,1.0,3,3,1.0,5,15,0.33
s:3301~l:3321~e:600055031~c:401819851,5236383,5,6,0.83,12,31,0.39,2,5,0.4,124,177,0.7,32,64,0.5,0,1,1,1.0,7,15,0.47,0,0,0.0,0,0.000,11,4,0,0.36,0,0,0.0,5,6,0.83,0,0,0.0,0,0,0,0,0,2,2,5,0.4,6,7,0.86,24,52,0.46
s:3301~l:3321~e:600055031~c:401819853,5307810,0,0,0.0,1,2,0.5,0,0,0.0,4,6,0.67,4,6,0.67,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,4,0.75,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,4,6,0.67
s:3301~l:3321~e:600055031~c:401794769,5307815,0,0,0.0,1,2,0.5,0,0,0.0,1,3,0.33,1,3,0.33,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,3,0.33
s:3301~l:3321~e:600055031~c:401819854,5109011,34,54,0.63,30,80,0.38,24,26,0.92,95,170,0.56,93,168,0.55,0,1,3,0.33,4,5,0.8,0,0,0.0,0,0.000,2,1,0,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,24,26,0.92,35,57,0.61,34,85,0.4
s:3301~l:3321~e:600055031~c:401819852,5282412,6,7,0.86,9,31,0.29,3,6,0.5,57,92,0.62,29,58,0.5,2,0,0,0.0,1,1,1.0,0,0,0.0,1,0.000,0,0,0,0.0,0,0,0.0,10,13,0.77,0,0,0.0,0,0,0,0,0,0,3,6,0.5,6,7,0.86,20,45,0.44
s:3301~l:3321~e:600036495~c:401581385,5145766,19,27,0.7,60,140,0.43,1,1,1.0,87,178,0.49,87,178,0.49,0,3,4,0.75,4,6,0.67,0,0,0.0,0,0.000,3,1,0,0.33,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,22,31,0.71,64,146,0.44
s:3301~l:3321~e:600047779~c:401718429,4503229,4,9,0.44,41,115,0.36,32,35,0.91,80,162,0.49,79,161,0.49,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,32,35,0.91,5,10,0.5,42,116,0.36
s:3301~l:3321~e:401221630~c:401231040,4685871,2,2,1.0,2,5,0.4,12,14,0.86,25,32,0.78,16,21,0.76,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1.000,1,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,12,14,0.86,2,2,1.0,2,5,0.4
s:3301~l:3321~e:401128918~c:264861,4421517,6,8,0.75,34,69,0.49,0,0,0.0,213,257,0.83,102,142,0.72,0,44,44,1.0,14,17,0.82,4,4,1.0,0,0.000,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,4,1.0,50,52,0.96,48,86,0.56
s:3301~l:3321~e:600047781~c:401728887,5218137,11,18,0.61,74,165,0.45,10,10,1.0,129,235,0.55,105,206,0.51,0,5,5,1.0,5,8,0.62,0,0,0.0,1,0.000,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,10,10,1.0,16,23,0.7,79,173,0.46
s:3301~l:3321~e:600022208~c:401467210,5060467,0,0,0.0,1,2,0.5,1,1,1.0,2,3,0.67,2,3,0.67,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,1,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,1,1.0,0,0,0.0,1,2,0.5
s:3301~l:3321~e:600055007~c:401819811,5239615,0,0,0.0,6,12,0.5,1,1,1.0,12,18,0.67,11,17,0.65,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,4,4,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,0,0,0.0,10,16,0.62
s:3301~l:3321~e:600055007~c:401808384,4958170,0,0,0.0,4,5,0.8,3,3,1.0,9,10,0.9,7,8,0.88,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,3,1.0,0,0,0.0,4,5,0.8
s:3301~l:3321~e:600055007~c:401819810,5307524,1,2,0.5,3,17,0.18,4,5,0.8,105,146,0.72,42,65,0.65,0,4,4,1.0,10,14,0.71,0,0,0.0,2,0.000,2,0,0,0.0,0,0,0.0,20,23,0.87,0,0,0.0,0,0,0,0,0,1,4,5,0.8,5,6,0.83,33,54,0.61
s:3301~l:3321~e:600055007~c:401808386,5293557,1,1,1.0,6,9,0.67,1,1,1.0,15,20,0.75,12,16,0.75,1,2,2,1.0,2,2,1.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,3,3,1.0,8,12,0.67
s:3301~l:3321~e:600055007~c:401808387,5278269,50,66,0.76,49,122,0.4,9,13,0.69,123,218,0.56,117,212,0.55,3,7,7,1.0,2,4,0.5,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,9,13,0.69,57,73,0.78,51,126,0.4
s:3301~l:3321~e:600011551~c:401379699,4835137,0,2,0.0,5,7,0.71,0,2,0.0,13,23,0.57,13,23,0.57,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,8,12,0.67,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0,2,0.0,13,19,0.68
s:3301~l:3321~e:600008644~c:401363911,4835137,6,7,0.86,27,55,0.49,8,10,0.8,124,163,0.76,68,102,0.67,0,24,26,0.92,3,4,0.75,0,0,0.0,0,0.000,4,3,0,0.75,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,8,10,0.8,30,33,0.91,30,59,0.51
s:3301~l:3321~e:600036499~c:401597254,5122238,5,8,0.62,29,65,0.45,18,22,0.82,74,124,0.6,70,120,0.58,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,18,25,0.72,0,0,0.0,0,0,0,0,0,0,18,22,0.82,5,8,0.62,47,90,0.52
s:3301~l:3321~e:600036495~c:401571754,4379328,0,1,0.0,24,56,0.43,4,7,0.57,32,69,0.46,32,69,0.46,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,4,5,0.8,0,0,0.0,0,0,0,0,0,0,4,7,0.57,0,1,0.0,28,61,0.46
s:3301~l:3321~e:600022209~c:401467662,5092403,1,1,1.0,19,71,0.27,0,0,0.0,20,72,0.28,20,72,0.28,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0.0,1,1,1.0,19,71,0.27
s:3301~l:3321~e:600055006~c:401794187,4629138,4,4,1.0,4,7,0.57,3,3,1.0,11,14,0.79,11,14,0.79,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,3,1.0,4,4,1.0,4,7,0.57
s:3301~l:3321~e:600055006~c:401805483,5216978,0,0,0.0,6,6,1.0,0,0,0.0,27,27,1.0,17,17,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,11,11,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,17,17,1.0
s:3301~l:3321~e:600055006~c:401805484,5124146,1,1,1.0,5,28,0.18,3,4,0.75,9,33,0.27,9,33,0.27,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,4,0.75,1,1,1.0,5,28,0.18
s:3301~l:3321~e:600055006~c:401805485,5150021,8,14,0.57,5,40,0.12,8,11,0.73,87,154,0.56,37,92,0.4,0,3,3,1.0,2,4,0.5,0,0,0.0,0,0.000,6,5,0,0.83,0,0,0.0,11,20,0.55,0,0,0.0,0,0,0,0,0,0,8,11,0.73,11,17,0.65,18,64,0.28
s:3301~l:3321~e:600055006~c:401805486,5295176,15,19,0.79,49,135,0.36,6,11,0.55,97,209,0.46,85,190,0.45,0,1,1,1.0,12,22,0.55,0,0,0.0,1,0.000,12,2,0,0.17,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,0,1,6,11,0.55,16,20,0.8,63,159,0.4
s:3301~l:3321~e:600055005~c:401813457,5291085,3,4,0.75,20,40,0.5,2,2,1.0,34,65,0.52,32,62,0.52,1,1,1,1.0,6,15,0.4,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,2,1.0,4,5,0.8,26,55,0.47
s:3301~l:3321~e:600055005~c:401804266,5099679,5,8,0.62,23,59,0.39,1,1,1.0,35,74,0.47,35,74,0.47,2,1,1,1.0,3,3,1.0,0,0,0.0,0,0.000,0,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,7,10,0.7,27,63,0.43
s:3301~l:3321~e:600055005~c:401804267,5220971,1,1,1.0,0,2,0.0,0,0,0.0,1,3,0.33,1,3,0.33,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,1.0,0,2,0.0
s:3301~l:3321~e:600055005~c:401804268,5085291,7,7,1.0,15,41,0.37,3,3,1.0,77,110,0.7,42,72,0.58,0,3,3,1.0,1,2,0.5,0,0,0.0,0,0.000,1,0,0,0.0,0,0,0.0,13,16,0.81,0,0,0.0,0,0,0,0,0,2,3,3,1.0,10,10,1.0,29,59,0.49
s:3301~l:3321~e:600055005~c:401813458,4413642,0,0,0.0,8,16,0.5,1,2,0.5,9,18,0.5,9,18,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0.5,0,0,0.0,8,16,0.5
s:3301~l:3321~e:600021771~c:401463240,4903365,0,0,0.0,23,66,0.35,0,0,0.0,47,95,0.49,43,89,0.48,1,1,1,1.0,9,11,0.82,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,10,11,0.91,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,1,1.0,42,88,0.48
s:3301~l:3321~e:600036332~c:401579189,5144066,9,12,0.75,74,177,0.42,1,1,1.0,99,206,0.48,87,194,0.45,0,1,1,1.0,1,2,0.5,0,0,0.0,2,0.000,0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,1,1.0,10,13,0.77,76,180,0.42
s:3301~l:3321~e:600047775~c:401699794,5085318,18,28,0.64,32,67,0.48,7,9,0.78,66,117,0.56,64,113,0.57,0,0,0,0.0,7,9,0.78,0,0,0.0,0,0.000,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,7,9,0.78,18,28,0.64,39,76,0.51
s:3301~l:3321~e:600047624~c:401686962,5147737,5,5,1.0,3,9,0.33,4,4,1.0,12,18,0.67,12,18,0.67,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,4,1.0,5,5,1.0,3,9,0.33
s:3301~l:3321~e:401128919~c:268446,4329444,7,7,1.0,21,43,0.49,2,2,1.0,142,182,0.78,68,101,0.67,0,6,7,0.86,2,2,1.0,2,2,1.0,0,0.000,5,2,0,0.4,0,0,0.0,28,38,0.74,0,0,0.0,5,2,1,1,1,4,4,4,1.0,13,14,0.93,51,83,0.61
s:3301~l:3321~e:600047779~c:401718430,5213352,11,17,0.65,12,30,0.4,3,6,0.5,32,60,0.53,30,57,0.53,1,1,1,1.0,0,0,0.0,0,0,0.0,0,0.000,0,0,0,0.0,0,0,0.0,3,3,1.0,0,0,0.0,0,0,0,0,0,0,3,6,0.5,12,18,0.67,15,33,0.45
s:3301~l:3321~e:600055021~c:401794169,4969974,40,52,0.77,91,153,0.59,8,8,1.0,149,225,0.66,146,222,0.66,0,2,2,1.0,5,7,0.71,0,0,0.0,1,0.000,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,8,8,1.0,42,54,0.78,96,160,0.6
